강좌명,운영기관명,구,교육대상구분,카테고리,홈페이지주소
응용 미술,강원특별자치도 홍천군청,,홍천군민,예술/문화,https://www.hongcheon.go.kr/edu
[미래동행] 자녀와의 의사소통 및 대화기술(수원광교호수중),경기도교육청평생학습관,영통구,학부모,기타,lib.goe.go.kr/gglec
특수학교 생활미용(화성나래학교)(1),경기도교육청평생학습관,권선구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
학교생활기록부 제대로 이해하기,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
(초등) 공부 잘하는 법,경기도교육청평생학습관,권선구,초등 학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] AI활용지도사(6),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
"1학년을 응원해, 입학 준비(1)",경기도교육청평생학습관,권선구,6세+7세 자녀 학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 페이퍼플라워(고양향동고)(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 풍선아트(광주새롬학교)(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(3기)(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력 교실(1),경기도교육청평생학습관,권선구,초등학생 3학년,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 학교폭력예방상담사(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특별한 아이를 키우는 엄마들에게 드리는 위로(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 부모교육지도사(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
자녀를 노벨상 수상자로 키우는 교육,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
(유초등) 사교육을 이기는 4~7세 엄마표 수학 놀이(1),경기도교육청평생학습관,권선구,유초등 저학년 학부모,학습/진로,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력 교실(2),경기도교육청평생학습관,권선구,초등학생 3학년,기타,lib.goe.go.kr/gglec
자존감을 높이는 버츄프로젝트(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 학교폭력예방상담사(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특별한 아이를 키우는 엄마들에게 드리는 위로(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 페이퍼플라워(고양향동고)(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특수학교 생활미용(수원서광학교)(1),경기도교육청평생학습관,장안구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
(중등) 부모가 먼저 알아야 할 진로특강(1),경기도교육청평생학습관,권선구,예비중학생 학부모,학습/진로,lib.goe.go.kr/gglec
<작가와의 만남> 미스터리 보건실 냥쌤,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
디지털에 지지 않는 부모 되기: 건강한 습관 및 관계 형성,경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[찾아가는 미래클러닝] 고교학점제와 2028 수능 이해,경기도교육청평생학습관,영통구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 페이퍼플라워(고양향동고)(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] Natural(종이공예)(수원세곡초)(2),경기도교육청평생학습관,권선구,학부모,예술/문화,lib.goe.go.kr/gglec
특수학교 생활미용(수원서광학교)(2),경기도교육청평생학습관,장안구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
[미래동행] 자녀를 이해하고 소통하는 감정코칭(수원율현초),경기도교육청평생학습관,팔달구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 식물공예(수원세곡초)(3),경기도교육청평생학습관,권선구,학부모,예술/문화,lib.goe.go.kr/gglec
특수학교 생활미용(화성나래학교)(2),경기도교육청평생학습관,권선구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
학교생활기록부 제대로 이해하기(2),경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
(유초등) 사교육을 이기는 4~7세 엄마표 수학 놀이(2),경기도교육청평생학습관,권선구,유초등 저학년 학부모,학습/진로,lib.goe.go.kr/gglec
"1학년을 응원해, 입학 준비(2)",경기도교육청평생학습관,권선구,6세+7세 자녀 학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 풍선아트(광주새롬학교)(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(3기)(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
나의 노후를 어디에 맡길 것인가,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생각하는 힘을 키우는 십대의 질문법,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특수학교입학예정자녀 학부모를 위한 사회정서학습,경기도교육청평생학습관,권선구,특수학교 입학예정자녀 학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(3기)(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
내가 쓴 글이 나를 위로한다(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력 교실(3),경기도교육청평생학습관,권선구,초등학생 3학년,기타,lib.goe.go.kr/gglec
자존감을 높이는 버츄프로젝트(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 전통민화(고양능곡초)(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
성공적인 초등생활을 이끄는 사회정서학습 로드맵,경기도교육청평생학습관,권선구,예비 초등 학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 학교폭력예방상담사(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특별한 아이를 키우는 엄마들에게 드리는 위로(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
(초등) 의대생이 알려주는 흔들리지 않는 공부정서,경기도교육청평생학습관,권선구,초등학생+학부모,학습/진로,lib.goe.go.kr/gglec
(중등) 의대생이 알려주는 공부 노하우,경기도교육청평생학습관,권선구,청소년+학부모,학습/진로,lib.goe.go.kr/gglec
챗GPT와 인공지능 활용,경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
[찾아가는 문화예술] 클래식 음악(동수원초)(2),경기도교육청평생학습관,영통구,학부모,예술/문화,lib.goe.go.kr/gglec
특수학교 생활미용(수원서광학교)(3),경기도교육청평생학습관,장안구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
아이가 세상을 바라보는 창-부모의 언어,경기도교육청평생학습관,권선구,초등 저학년 학부모,기타,lib.goe.go.kr/gglec
(중등) 부모가 먼저 알아야 할 진로특강(2),경기도교육청평생학습관,권선구,예비중학생 학부모,학습/진로,lib.goe.go.kr/gglec
[찾아가는 문화예술] 클래식 음악(동수원초)(1),경기도교육청평생학습관,영통구,학부모,예술/문화,lib.goe.go.kr/gglec
아침마다 신나게 학교 가는 아이의 비밀,경기도교육청평생학습관,권선구,예비 초등 학부모,기타,lib.goe.go.kr/gglec
메타인지의 쓸모,경기도교육청평생학습관,권선구,중고등학생+학부모,기타,lib.goe.go.kr/gglec
언어치료사가 이야기하는 우리 아이 말과 글,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
특수학교 생활미용(화성나래학교)(3),경기도교육청평생학습관,권선구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
아이와 함께 떠나는 철학 버스 여행,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
2027학년도 대입전형의 이해,경기도교육청평생학습관,권선구,"고2 청소년, 학부모",기타,lib.goe.go.kr/gglec
"1학년을 응원해, 입학 준비(3)",경기도교육청평생학습관,권선구,6세+7세 자녀 학부모,기타,lib.goe.go.kr/gglec
특수학교 생활미용(화성나래학교,경기도교육청평생학습관,권선구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
특수학교 생활미용(화성나래학교)(4),경기도교육청평생학습관,권선구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
자녀의 기질별 맞춤형 학습코칭,경기도교육청평생학습관,권선구,예비 초등 학부모,학습/진로,lib.goe.go.kr/gglec
재미있는 역사,경기도교육청평생학습관,권선구,청소년+학부모,기타,lib.goe.go.kr/gglec
"1학년을 응원해, 입학 준비(4)",경기도교육청평생학습관,권선구,6세+7세 자녀 학부모,기타,lib.goe.go.kr/gglec
[찾아가는 문화예술] 풍선아트(광주새롬학교)(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
나와 너를 만나는 독서심리여행,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
자녀 영상물 바로보기- 학부모를 위한 미디어 리터러시 교육,경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
"중학교 가는 길, 초등공부로 다져라",경기도교육청평생학습관,권선구,예비 중학교 학부모,학습/진로,lib.goe.go.kr/gglec
[미래클러닝] 솔쌤의 문해력 교실(4),경기도교육청평생학습관,권선구,초등학생 3학년,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 학교폭력예방상담사(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 11월 특강: 놓치지 말아야 할 공부 감정,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
지역으로 찾아가는 진로학업설계 및 공부성향진단(수원시),경기도교육청평생학습관,권선구,고등학교 1+2학년,학습/진로,lib.goe.go.kr/gglec
학교생활기록부를 바꾸는 중등 글쓰기 훈련(1),경기도교육청평생학습관,권선구,중2+중3 청소년,기타,lib.goe.go.kr/gglec
7개국어구사자가 알려주는 다문화가정부모 및 자녀 중고등학생 공부학습법,경기도교육청평생학습관,권선구,다문화가정부모 및 자녀,학습/진로,lib.goe.go.kr/gglec
그림책 육아정서 테라피(1),경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
7개국어 구사자가 알려주는 다문화가정부모 및 자녀 중고등학생 진로 멘토링,경기도교육청평생학습관,권선구,다문화가정부모 및 자녀,학습/진로,lib.goe.go.kr/gglec
학교생활기록부를 바꾸는 중등 글쓰기 훈련(2),경기도교육청평생학습관,권선구,중2+중3 청소년,기타,lib.goe.go.kr/gglec
학교밖청소년을 위한 학교밖에서 살아남기_수학1등급 비결(2),경기도교육청평생학습관,권선구,학교밖청소년 및 학부모,학습/진로,lib.goe.go.kr/gglec
특수학교 생활미용(수원서광학교)(4),경기도교육청평생학습관,장안구,특수교육대상학생 부모,학습/진로,lib.goe.go.kr/gglec
(초등) 특수교육대상학생 부모 입학준비 가이드,경기도교육청평생학습관,권선구,초등 특수교육대상학생 부모,기타,lib.goe.go.kr/gglec
부모와 자녀의 충만한 삶을 위한 수용전념치료(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
엄마의 대화력-내 아이 맞춤형 대화법,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
"건강한 식생활, 아이의 미래를 바꾸다(5)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 미래클러닝] 생기부 제대로 보기,경기도교육청평생학습관,영통구,학생+학부모,기타,lib.goe.go.kr/gglec
"우리 아이, 역사와 친해질 수 있을까?",경기도교육청평생학습관,권선구,초중등 학부모,기타,lib.goe.go.kr/gglec
그림책 육아정서 테라피(2),경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
(중등) 특수교육대상학생 부모 입학준비 가이드,경기도교육청평생학습관,권선구,중등 특수교육대상학생 부모,기타,lib.goe.go.kr/gglec
"자녀와의 대화법, 챗지피티 활용(5)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
꿈을 찾는 진로 상담소,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(4기)(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[찾아가는 미래클러닝] 나는 충분히 괜찮은 엄마입니다,경기도교육청평생학습관,영통구,학부모,기타,lib.goe.go.kr/gglec
[작가와의 만남] 나답게 사는 삶,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(4기)(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"1학년을 응원해, 입학 준비(5)",경기도교육청평생학습관,권선구,6세+7세 자녀 학부모,기타,lib.goe.go.kr/gglec
사춘기 자녀 미래역량을 키우는 부모 마인드셋,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
학부모가 알아야 할 AI시대 미래역량의 핵심,경기도교육청평생학습관,권선구,초중등 학부모,AI/코딩,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(4기)(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
현명한 간식 관리로 우리 아이 건강 식습관 완성하기,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
(앵콜강의) 진짜공부 vs 가짜공부,경기도교육청평생학습관,권선구,"청소년, 학부모",학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(4기)(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
1학년이 자신만만해지는 수학놀이,경기도교육청평생학습관,권선구,예비 초등 학부모,학습/진로,lib.goe.go.kr/gglec
"행복육아의 첫걸음, 나를 아는 시간:부모 자기탐색 워크숍",경기도교육청평생학습관,권선구,초등 학부모,기타,lib.goe.go.kr/gglec
우리 아이 말문을 여는 대화 스킬,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
품격을 높이는 실전 글쓰기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 음악으로 만나는 세상(2),경기도교육청평생학습관,권선구,초등학교 1+2학년,예술/문화,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(5),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이를 위한 그리스 로마신화와 미술(2),경기도교육청평생학습관,권선구,초등학교 1+2학년,예술/문화,lib.goe.go.kr/gglec
나노와 인공지능이 만드는 미래: 어떻게 대비해야 할까?,경기도교육청평생학습관,권선구,학부모+자녀,AI/코딩,lib.goe.go.kr/gglec
노션(Notion)으로 시작하는 디지털 기록(3),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(5),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이 인성교육 나침반(3),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
중등 학부모를 위한 가정에서 쉽게 따라 하는 챗지피티 활용 실습(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이 인성교육 나침반(2),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
노션(Notion)으로 시작하는 디지털 기록(2),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 그림책 문해력 놀이터(2),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(4),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 신나는 영어동요 부르기(2),경기도교육청평생학습관,권선구,초등학교 1+2학년,학습/진로,lib.goe.go.kr/gglec
초보도 쉽게 배우는 AI 실습(3),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 음악으로 만나는 세상(1),경기도교육청평생학습관,권선구,초등학교 1+2학년,예술/문화,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(3),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이를 위한 그리스 로마신화와 미술(1),경기도교육청평생학습관,권선구,초등학교 1+2학년,예술/문화,lib.goe.go.kr/gglec
[자격증 취득과정] 방과후지도사(2기)(6),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 8월 특강: 입시전략 및 대비법,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
[미래동행] 디지털문화와 성폭력이해(시흥진말초),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
"자녀와의 대화법, 챗지피티 활용(3)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
엄마에서 나로 홀로서기(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 디지털문화와 성폭력이해(안양귀인중),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[미래동행] 감정코치의효과 뇌 과학적 이해와 대화 필요(화성오산창의나라유치원),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 어린이를 위한 그리스 로마신화와 미술(3),경기도교육청평생학습관,권선구,초등학교 1+2학년,예술/문화,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 신나는 영어동요 부르기(3),경기도교육청평생학습관,권선구,초등학교 1+2학년,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 디지털중독예방지도사(6),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 그립톡&모루인형 만들기,경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
중등 학부모를 위한 가정에서 쉽게 따라 하는 챗지피티 활용 실습(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
노션(Notion)으로 시작하는 디지털 기록(4),경기도교육청평생학습관,권선구,학부모,디지털/영상,lib.goe.go.kr/gglec
"10대의 글쓰기, 왜 해야하나? 어떻게 도와줄까?",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 똑필샘의 사자소학 교실(1),경기도교육청평생학습관,권선구,초등학교 3+4+5학년,기타,lib.goe.go.kr/gglec
[여름방학 미래클러닝] 그림책 문해력 놀이터(3),경기도교육청평생학습관,권선구,초등학교 1+2학년,기타,lib.goe.go.kr/gglec
초등 학부모를 위한 AI 활용 능력 강화 연수(6),경기도교육청평생학습관,권선구,초등 학부모,AI/코딩,lib.goe.go.kr/gglec
초보도 쉽게 배우는 AI 실습(4),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
엄마에서 나로 홀로서기(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 홍익디자인고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
"[미래로그 2기_유초등]  국어교과서 속 작품, 문해력으로 다시 읽기",경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_유초등] 역사와 친해질 수 있는 방법,경기도교육청평생학습관,권선구,유초등 학부모,기타,lib.goe.go.kr/gglec
[찾아가는 미래클러닝] 사춘기 뇌발달 특성의 이해,경기도교육청평생학습관,영통구,학생+학부모,기타,lib.goe.go.kr/gglec
[미래클러닝] 똑필샘의 사자소학 교실(2),경기도교육청평생학습관,권선구,초등학교 3+4+5학년,기타,lib.goe.go.kr/gglec
배움이 잇는 우리-다양한 홈스쿨 활동 (1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책으로 배우는 공감의 기술(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[수원시 공감교류] 공부습관 만들기 전략,경기도교육청평생학습관,권선구,중고생+학부모,학습/진로,lib.goe.go.kr/gglec
엄마에서 나로 홀로서기(2),경기도교육청평생학습관,권선구,느린학습자 양육자,기타,lib.goe.go.kr/gglec
기질로 알아보는 학습유형과 소통법,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
그림책으로 나누는 육아 정서(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래동행] 거짓말,도둑질,욕설 어떻게 할까?(용인신릉중)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"건강한 식생활, 아이의 미래를 바꾸다(2)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 경기국제통상고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
엄마에서 나로 홀로서기(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
발달장애 자녀의 발달과 자립을 위한 부모의 역할(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
생활기록부로 알아보는 고등학교 생활,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_중등] 미리 해보는 고등학교 역사 공부,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[특성화고 입학설명회] 양동고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 한국애니메이션고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
치유와 성장의 글쓰기(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 세경고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_중등] 수행평가 제대로 이해하기,경기도교육청평생학습관,권선구,중등 학부모,기타,lib.goe.go.kr/gglec
배움이 잇는 우리-다양한 홈스쿨 활동 (1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책으로 배우는 공감의 기술(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 덕영고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 동일공업고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_유초등] 진짜공부 VS 가짜공부,경기도교육청평생학습관,권선구,유초등 학부모,학습/진로,lib.goe.go.kr/gglec
[특성화고 입학설명회] 평촌과학기술고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] AI 로봇시대 진로직업교육의 변화,경기도교육청평생학습관,권선구,학생+학부모,"AI/코딩,학습/진로",lib.goe.go.kr/gglec
엄마에서 나로 홀로서기(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 공부머리보다 공부습관(고양향동숲내초),경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[특성화고 입학설명회] 경기자동차과학고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_유초등] 기질별로 알아보는 학습도움,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[미래클러닝] 똑필샘의 사자소학 교실(3),경기도교육청평생학습관,권선구,초등학교 3+4+5학년,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 양영디지털고등학교,경기도교육청평생학습관,권선구,학생+학부모,디지털/영상,lib.goe.go.kr/gglec
[찾아가는 미래클러닝] 역사로 스몰토크,경기도교육청평생학습관,영통구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 자녀의 인성을 키우는 5가지 습관(파주운정초롱유),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_공통] 캔바로 스마트한 학부모 되기,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] AI활용지도사(1),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
[특성화고 입학설명회] 이천세무고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 삼일고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
배움이 잇는 우리-다양한 홈스쿨 활동(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
내가 쓴 글이 나를 위로한다(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책으로 배우는 공감의 기술(3),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 경기관광고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
가정에서 쉽게 실천할 수 있는 자녀 경제교육(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래로그 2기_중등] 중등 부모를 위한 입시의 이해,경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[수원시 공감교류] 고교학점제 및 2028 수능 이해하기,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[별중별 시리즈] 9월 특강: 1등급 공부법,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
[자격증 취득과정] 부모교육지도사(2),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] AI시대 우리아이 학습법(수원글빛초),경기도교육청평생학습관,권선구,학부모,"AI/코딩,학습/진로",lib.goe.go.kr/gglec
부모와 자녀의 충만한 삶을 위한 수용전념치료(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[미래동행] 자녀와의 의사소통 및 대화기술(남양주노엘유),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"건강한 식생활, 아이의 미래를 바꾸다(3)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] AI활용지도사(2),경기도교육청평생학습관,권선구,학부모,AI/코딩,lib.goe.go.kr/gglec
배움이 잇는 우리-다양한 홈스쿨 활동(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
그림책으로 배우는 공감의 기술(4),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[자격증 취득과정] 부모교육지도사(1),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
"[미래동행] 거짓말,도둑질,욕설 어떻게 할까?(파주한빛중)",경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
[특성화고 입학설명회] 의정부공업고등학교,경기도교육청평생학습관,권선구,학생+학부모,기타,lib.goe.go.kr/gglec
[미래로그_2기_중등] 기질과 성격에 맞는 공부법 찾기,경기도교육청평생학습관,권선구,학부모,학습/진로,lib.goe.go.kr/gglec
그림책으로 나누는 육아 정서(5),경기도교육청평생학습관,권선구,학부모,기타,lib.goe.go.kr/gglec
